transaction_id,customer_id,merchant_id,transaction_date,amount,currency,transaction_type
4456,223,54,2025-03-27,6119.45,TRY,purchase
4457,705,26,2025-09-03,5781.98,TRY,transfer
4458,941,77,2025-07-06,3001.33,TRY,purchase
4459,526,61,2026-06-03,3753.94,TRY,purchase
4460,832,72,2025-03-11,2481.33,TRY,purchase
4461,492,70,2026-05-02,1390.17,TRY,refund
4462,848,72,2026-03-22,1304.0,TRY,transfer
4463,65,41,2025-07-05,873.15,TRY,transfer
4464,314,53,2025-12-01,5825.49,TRY,purchase
4465,949,42,2025-08-20,3388.76,TRY,transfer
4466,52,13,2026-06-09,3960.38,TRY,purchase
4467,365,55,2026-05-05,1332.18,TRY,refund
4468,891,49,2026-05-24,631.6,TRY,refund
4469,454,96,2026-01-23,6535.94,TRY,transfer
4470,829,51,2026-08-26,6526.35,TRY,refund
4471,230,27,2026-02-10,973.13,TRY,transfer
4472,590,33,2026-01-21,4411.15,TRY,refund
4473,269,44,2025-02-23,4274.95,TRY,transfer
4474,600,4,2025-02-07,802.92,TRY,transfer
4475,610,71,2025-12-15,3368.24,TRY,transfer
4476,18,69,2025-08-28,5831.97,TRY,transfer
4477,726,44,2025-06-17,684.49,TRY,purchase
4478,554,77,2026-02-24,4651.73,TRY,refund
4479,927,37,2025-06-24,4560.85,TRY,refund
4480,284,95,2026-06-11,5439.82,TRY,refund
4481,635,97,2026-04-14,4088.22,TRY,refund
4482,175,72,2026-01-15,5770.72,TRY,refund
4483,337,82,2026-08-08,2452.74,TRY,transfer
4484,130,67,2025-04-24,5901.26,TRY,purchase
4485,184,19,2025-03-15,3098.93,TRY,transfer
4486,474,94,2026-07-06,4272.23,TRY,transfer
4487,867,81,2025-03-17,5743.61,TRY,refund
4488,542,70,2025-07-12,4482.3,TRY,refund
4489,921,11,2026-04-19,120.43,TRY,refund
4490,769,75,2026-06-26,2108.76,TRY,refund
4491,948,43,2025-04-12,5533.55,TRY,purchase
4492,436,64,2025-06-13,3671.04,TRY,refund
4493,536,14,2025-03-26,1291.93,TRY,purchase
4494,654,4,2025-08-03,3706.58,TRY,refund
4495,771,56,2026-07-04,816.26,TRY,purchase
4496,592,32,2026-05-19,5843.36,TRY,purchase
4497,282,44,2026-08-14,99.27,TRY,purchase
4498,756,80,2026-08-10,4419.32,TRY,purchase
4499,854,14,2026-04-01,3286.71,TRY,purchase
4500,380,41,2025-06-01,3930.71,TRY,refund
4501,947,55,2026-08-23,1469.93,TRY,refund
4502,92,81,2025-11-17,5216.7,TRY,transfer
4503,769,3,2026-04-21,6729.07,TRY,purchase
4504,788,86,2025-11-23,1382.21,TRY,transfer
4505,405,3,2025-05-05,870.59,TRY,purchase
4506,807,75,2025-03-23,92.84,TRY,transfer
4507,129,74,2026-05-01,2165.47,TRY,transfer
4508,887,41,2025-12-24,866.41,TRY,transfer
4509,437,6,2026-08-11,432.31,TRY,transfer
4510,336,69,2025-04-14,5991.99,TRY,transfer
4511,126,6,2025-10-18,2307.63,TRY,purchase
4512,307,28,2026-04-18,1461.96,TRY,purchase
4513,928,44,2026-06-28,3483.4,TRY,refund
4514,776,52,2025-05-24,6406.79,TRY,purchase
4515,223,89,2025-12-24,3577.41,TRY,transfer
4516,411,73,2025-09-09,1478.72,TRY,purchase
4517,818,80,2025-03-03,4936.12,TRY,transfer
4518,342,70,2025-11-26,6828.49,TRY,refund
4519,93,47,2025-10-26,3163.53,TRY,purchase
4520,89,84,2025-12-09,6028.2,TRY,refund
4521,246,75,2026-05-15,3985.34,TRY,refund
4522,356,15,2025-04-14,2671.22,TRY,purchase
4523,403,87,2025-02-13,4626.97,TRY,transfer
4524,933,31,2026-04-28,3413.39,TRY,refund
4525,29,21,2026-07-12,4169.62,TRY,transfer
4526,388,53,2025-01-05,2414.95,TRY,purchase
4527,303,23,2026-06-18,593.8,TRY,refund
4528,263,9,2026-02-27,554.27,TRY,purchase
4529,639,90,2026-04-18,6713.12,TRY,refund
4530,650,27,2025-12-09,3757.18,TRY,transfer
4531,942,39,2026-02-24,5801.08,TRY,purchase
4532,999,48,2025-05-08,281.56,TRY,transfer
4533,574,70,2025-01-02,964.88,TRY,purchase
4534,9,34,2025-05-27,3416.51,TRY,purchase
4535,433,18,2026-06-06,6109.09,TRY,refund
4536,649,34,2025-10-05,3183.95,TRY,transfer
4537,774,75,2025-08-24,4152.0,TRY,purchase
4538,949,3,2026-08-13,2894.09,TRY,purchase
4539,429,64,2026-02-16,1835.69,TRY,transfer
4540,881,78,2025-01-04,3996.28,TRY,purchase
4541,518,69,2025-10-12,6570.62,TRY,transfer
4542,466,98,2025-10-04,6100.76,TRY,refund
4543,115,91,2025-08-31,5821.48,TRY,refund
4544,551,96,2026-04-10,967.78,TRY,refund
4545,127,59,2025-09-30,6220.1,TRY,purchase
4546,658,55,2026-07-21,6719.79,TRY,purchase
4547,808,14,2026-01-28,5877.22,TRY,refund
4548,795,93,2025-02-05,1437.6,TRY,purchase
4549,605,65,2026-06-20,6310.0,TRY,transfer
4550,506,27,2026-07-16,3299.86,TRY,transfer
4551,766,46,2026-06-09,1572.66,TRY,purchase
4552,220,52,2025-10-18,5331.65,TRY,refund
4553,15,33,2025-04-07,1643.19,TRY,purchase
4554,620,2,2025-04-26,6595.72,TRY,refund
4555,198,66,2026-03-06,6785.89,TRY,purchase
4556,559,17,2026-02-10,950.02,TRY,refund
4557,807,22,2025-02-10,6468.33,TRY,purchase
4558,671,22,2025-08-27,6263.18,TRY,transfer
4559,36,93,2025-12-31,3162.47,TRY,purchase
4560,8,35,2025-10-14,482.67,TRY,purchase
4561,725,89,2026-05-22,4832.48,TRY,transfer
4562,279,13,2026-08-02,1521.34,TRY,refund
4563,381,100,2025-09-03,5884.52,TRY,transfer
4564,78,8,2026-05-10,5007.82,TRY,refund
4565,102,82,2025-05-28,1026.5,TRY,refund
4566,558,60,2025-01-29,4119.92,TRY,transfer
4567,572,61,2025-06-04,5215.97,TRY,refund
4568,887,74,2026-02-21,1448.71,TRY,purchase
4569,383,11,2026-05-23,5897.03,TRY,purchase
4570,190,38,2025-01-15,1869.8,TRY,transfer
4571,662,87,2025-08-08,1223.29,TRY,purchase
4572,111,69,2025-02-22,267.41,TRY,refund
4573,392,68,2026-03-18,712.53,TRY,refund
4574,221,7,2026-05-02,103.75,TRY,transfer
4575,409,58,2025-06-23,411.51,TRY,purchase
4576,798,5,2025-02-02,4170.01,TRY,purchase
4577,401,54,2025-05-19,509.15,TRY,refund
4578,202,53,2026-07-11,4092.08,TRY,purchase
4579,348,60,2026-05-03,4242.31,TRY,purchase
4580,62,13,2026-05-22,1718.9,TRY,refund
4581,979,73,2025-01-13,201.46,TRY,refund
4582,222,79,2026-04-18,644.54,TRY,purchase
4583,671,58,2025-06-25,1138.53,TRY,purchase
4584,210,70,2026-01-25,3973.27,TRY,transfer
4585,522,61,2025-03-19,4592.5,TRY,refund
4586,146,24,2025-05-03,194.16,TRY,refund
4587,324,91,2025-10-14,5209.5,TRY,purchase
4588,508,15,2026-08-07,1186.94,TRY,purchase
4589,486,1,2026-04-11,1812.71,TRY,purchase
4590,417,7,2025-05-29,5778.87,TRY,refund
4591,301,17,2025-07-08,2536.61,TRY,purchase
4592,664,51,2025-01-16,1025.61,TRY,purchase
4593,220,76,2025-10-04,5292.2,TRY,purchase
4594,978,94,2025-01-18,4091.72,TRY,refund
4595,760,58,2026-05-01,6185.45,TRY,refund
4596,632,3,2025-08-02,4727.33,TRY,refund
4597,657,81,2025-12-28,2224.33,TRY,purchase
4598,946,17,2026-04-27,2874.65,TRY,transfer
4599,477,78,2025-11-04,5047.0,TRY,purchase
4600,994,87,2025-05-18,1907.03,TRY,refund
4601,848,89,2026-01-03,4098.74,TRY,refund
4602,115,49,2025-02-07,937.26,TRY,purchase
4603,589,86,2025-04-24,2251.29,TRY,transfer
4604,596,12,2025-06-24,5641.85,TRY,transfer
4605,902,52,2025-10-20,5132.9,TRY,transfer
4606,907,53,2025-09-19,3363.21,TRY,refund
4607,811,66,2026-03-08,905.77,TRY,refund
4608,389,8,2025-01-10,3511.4,TRY,refund
4609,320,59,2025-09-23,184.98,TRY,transfer
4610,237,57,2026-07-25,6835.42,TRY,transfer
4611,113,74,2025-02-03,3445.06,TRY,transfer
4612,867,73,2025-05-14,618.56,TRY,refund
4613,45,7,2026-02-18,4007.54,TRY,transfer
4614,783,68,2025-07-26,2763.41,TRY,transfer
4615,641,17,2025-07-22,5502.25,TRY,purchase
4616,286,70,2025-10-03,3578.83,TRY,refund
4617,460,6,2026-06-01,1120.89,TRY,purchase
4618,588,68,2026-02-25,2243.56,TRY,refund
4619,192,19,2025-01-10,1193.84,TRY,purchase
4620,205,96,2026-05-19,4810.51,TRY,transfer
4621,152,2,2026-01-03,6320.58,TRY,purchase
4622,900,27,2025-08-12,33.81,TRY,purchase
4623,19,71,2026-06-16,2650.79,TRY,refund
4624,762,92,2026-02-17,3184.99,TRY,transfer
4625,114,79,2025-01-05,43.44,TRY,transfer
4626,586,99,2026-08-05,6994.92,TRY,purchase
4627,259,16,2026-02-20,5592.28,TRY,purchase
4628,594,12,2026-01-29,3982.67,TRY,transfer
4629,643,20,2025-08-29,989.27,TRY,refund
4630,207,59,2026-08-19,4719.31,TRY,transfer
4631,745,59,2025-02-15,2729.67,TRY,transfer
4632,815,94,2025-12-11,2115.41,TRY,purchase
4633,966,71,2026-03-12,3370.6,TRY,refund
4634,398,32,2025-02-11,373.62,TRY,transfer
4635,836,76,2026-06-12,1955.76,TRY,purchase
4636,256,56,2025-05-02,6234.42,TRY,transfer
4637,856,32,2026-04-02,595.72,TRY,purchase
4638,536,11,2025-11-22,665.42,TRY,transfer
4639,569,83,2026-01-14,4866.23,TRY,refund
4640,514,19,2026-08-11,6740.71,TRY,refund
4641,154,3,2025-07-13,4458.74,TRY,transfer
4642,13,9,2026-01-07,1440.1,TRY,purchase
4643,285,53,2026-02-25,229.2,TRY,refund
4644,385,74,2025-09-14,1998.02,TRY,transfer
4645,280,52,2026-03-19,3102.48,TRY,transfer
4646,55,13,2025-03-01,3862.74,TRY,refund
4647,903,83,2025-01-17,5674.59,TRY,transfer
4648,789,70,2025-04-04,4827.25,TRY,purchase
4649,943,18,2025-08-16,3603.11,TRY,transfer
4650,945,99,2025-10-23,6777.66,TRY,purchase
4651,985,51,2025-05-25,255.09,TRY,refund
4652,513,9,2026-05-24,1849.32,TRY,refund
4653,927,18,2026-04-24,1607.26,TRY,refund
4654,653,25,2026-02-26,2194.78,TRY,purchase
4655,353,59,2025-01-18,78.78,TRY,purchase
4656,164,80,2025-04-07,6947.58,TRY,transfer
4657,974,18,2026-07-19,4914.51,TRY,purchase
4658,563,15,2026-03-05,6569.11,TRY,transfer
4659,181,81,2025-12-02,2434.74,TRY,purchase
4660,294,86,2026-02-12,818.67,TRY,purchase
4661,63,60,2025-06-27,1549.06,TRY,refund
4662,437,53,2025-01-25,395.4,TRY,purchase
4663,576,32,2026-06-19,1020.4,TRY,purchase
4664,31,12,2025-06-29,1419.52,TRY,purchase
4665,582,95,2026-03-14,499.13,TRY,purchase
4666,129,4,2025-09-28,6626.6,TRY,transfer
4667,384,2,2026-05-25,5153.29,TRY,refund
4668,770,42,2025-08-18,6690.93,TRY,transfer
4669,936,97,2025-09-22,2198.15,TRY,transfer
4670,48,40,2025-07-01,6258.96,TRY,refund
4671,430,29,2025-11-04,2692.08,TRY,purchase
4672,110,80,2025-04-01,2343.62,TRY,purchase
4673,375,64,2025-07-29,6748.99,TRY,refund
4674,504,20,2025-09-23,1659.45,TRY,transfer
4675,985,54,2025-03-27,3448.36,TRY,refund
4676,548,22,2025-06-17,6582.6,TRY,purchase
4677,768,87,2025-05-10,5785.83,TRY,transfer
4678,976,24,2026-02-08,3182.38,TRY,purchase
4679,522,51,2026-03-05,4931.07,TRY,refund
4680,958,45,2026-02-14,6669.87,TRY,purchase
4681,283,10,2026-03-29,6189.44,TRY,refund
4682,873,70,2026-03-29,3584.24,TRY,refund
4683,810,80,2025-10-28,3323.67,TRY,purchase
4684,679,21,2026-08-16,439.42,TRY,purchase
4685,371,2,2025-02-07,2901.21,TRY,purchase
4686,826,66,2025-11-07,3514.18,TRY,refund
4687,309,19,2025-05-09,1662.35,TRY,refund
4688,832,27,2025-11-11,394.46,TRY,transfer
4689,430,95,2026-01-23,3842.83,TRY,purchase
4690,155,12,2025-12-11,5538.6,TRY,refund
4691,864,33,2025-12-31,1162.12,TRY,refund
4692,589,23,2025-01-18,6789.88,TRY,transfer
4693,708,36,2025-10-17,4506.87,TRY,purchase
4694,785,16,2025-04-14,4700.65,TRY,transfer
4695,505,100,2025-07-20,3835.98,TRY,purchase
4696,544,19,2026-04-20,1758.56,TRY,transfer
4697,440,30,2025-11-11,1592.92,TRY,transfer
4698,601,37,2026-05-28,6123.53,TRY,transfer
4699,826,23,2025-03-08,3707.08,TRY,refund
4700,601,54,2026-07-04,181.93,TRY,refund
4701,415,34,2025-01-19,2444.27,TRY,purchase
4702,837,13,2025-02-14,1288.58,TRY,purchase
4703,835,48,2025-11-15,1388.59,TRY,transfer
4704,286,11,2025-07-10,1745.0,TRY,purchase
4705,122,91,2026-02-16,375.68,TRY,transfer
4706,762,68,2026-03-11,49.26,TRY,purchase
4707,509,19,2025-04-13,5000.44,TRY,transfer
4708,894,65,2026-01-30,389.04,TRY,purchase
4709,208,21,2025-03-05,6996.53,TRY,purchase
4710,108,77,2026-04-03,3864.3,TRY,transfer
4711,638,78,2025-02-20,579.67,TRY,refund
4712,34,2,2025-08-03,2098.74,TRY,refund
4713,833,15,2025-09-04,766.43,TRY,transfer
4714,509,96,2025-04-12,4136.06,TRY,refund
4715,781,84,2026-07-23,2916.29,TRY,transfer
4716,108,81,2026-02-02,6191.06,TRY,purchase
4717,779,46,2025-02-22,5057.87,TRY,refund
4718,101,75,2025-10-19,5920.9,TRY,transfer
4719,478,68,2025-12-03,6074.0,TRY,purchase
4720,644,16,2025-03-20,1458.11,TRY,refund
4721,349,29,2025-12-12,3720.16,TRY,transfer
4722,123,3,2026-04-29,6459.92,TRY,transfer
4723,542,87,2026-03-31,3667.65,TRY,purchase
4724,483,18,2026-04-25,4199.24,TRY,purchase
4725,733,30,2026-04-25,801.42,TRY,refund
4726,109,55,2025-01-29,3876.62,TRY,transfer
4727,114,100,2026-04-27,6832.12,TRY,purchase
4728,133,26,2026-08-26,4443.53,TRY,refund
4729,258,62,2026-05-18,5428.76,TRY,transfer
4730,203,63,2025-12-13,5865.76,TRY,purchase
4731,459,54,2026-07-28,6045.77,TRY,purchase
4732,187,37,2026-07-15,124.17,TRY,transfer
4733,734,71,2026-01-11,5494.96,TRY,refund
4734,888,65,2025-02-02,122.82,TRY,transfer
4735,264,86,2025-10-28,1375.2,TRY,purchase
4736,219,51,2025-07-10,1152.64,TRY,purchase
4737,401,75,2025-02-08,5529.61,TRY,refund
4738,617,86,2026-01-27,3869.37,TRY,refund
4739,266,51,2026-04-29,159.06,TRY,refund
4740,699,88,2026-01-01,482.73,TRY,transfer
4741,707,16,2025-09-09,4054.89,TRY,refund
4742,714,96,2025-05-26,644.31,TRY,purchase
4743,754,15,2026-02-21,6264.65,TRY,purchase
4744,398,10,2025-01-05,3372.79,TRY,purchase
4745,223,26,2026-01-08,344.02,TRY,transfer
4746,536,99,2025-09-22,6251.66,TRY,purchase
4747,289,28,2025-04-26,4347.62,TRY,purchase
4748,592,18,2025-10-23,3801.97,TRY,refund
4749,516,9,2025-08-14,184.62,TRY,refund
4750,935,14,2026-03-12,4212.8,TRY,purchase
4751,834,2,2025-11-20,6009.9,TRY,purchase
4752,151,13,2026-01-13,6382.91,TRY,refund
4753,488,93,2026-01-09,5350.28,TRY,transfer
4754,564,50,2025-10-25,2841.87,TRY,purchase
4755,237,86,2025-12-04,1644.05,TRY,transfer
4756,93,12,2025-01-04,2294.44,TRY,purchase
4757,902,98,2025-10-10,6386.35,TRY,refund
4758,266,99,2025-06-09,3444.28,TRY,transfer
4759,807,55,2025-05-06,2254.0,TRY,purchase
4760,566,44,2025-11-25,5216.33,TRY,purchase
4761,141,70,2025-03-20,6342.71,TRY,refund
4762,338,13,2025-05-18,1654.79,TRY,refund
4763,784,73,2026-05-25,3556.69,TRY,refund
4764,371,34,2025-06-08,2647.14,TRY,transfer
4765,47,98,2026-04-18,1142.22,TRY,transfer
4766,393,3,2025-06-07,2083.54,TRY,refund
4767,446,98,2026-01-14,5406.48,TRY,refund
4768,792,60,2026-04-25,1006.6,TRY,refund
4769,67,57,2025-04-15,210.67,TRY,purchase
4770,63,65,2026-04-20,875.07,TRY,refund
4771,825,34,2026-05-08,3730.28,TRY,transfer
4772,771,30,2026-05-08,4658.76,TRY,purchase
4773,222,13,2026-05-14,2239.99,TRY,purchase
4774,543,3,2025-07-10,6222.9,TRY,refund
4775,842,10,2025-11-05,3532.72,TRY,refund
4776,723,59,2025-07-05,2695.59,TRY,purchase
4777,577,23,2025-12-07,1831.73,TRY,refund
4778,702,68,2026-02-17,6869.23,TRY,refund
4779,191,72,2026-06-13,5840.66,TRY,purchase
4780,460,54,2026-03-15,1769.69,TRY,purchase
4781,457,84,2026-01-22,4788.68,TRY,purchase
4782,490,9,2025-07-31,6602.69,TRY,purchase
4783,745,71,2026-02-15,3341.7,TRY,transfer
4784,142,46,2025-05-09,1540.86,TRY,transfer
4785,442,93,2026-06-01,5854.55,TRY,transfer
4786,54,53,2025-01-31,5585.37,TRY,transfer
4787,941,67,2026-02-07,4147.43,TRY,purchase
4788,181,8,2025-12-09,5465.6,TRY,purchase
4789,266,1,2025-12-22,5521.68,TRY,transfer
4790,538,78,2025-05-29,3330.37,TRY,transfer
4791,429,96,2025-03-27,6699.81,TRY,refund
4792,611,58,2026-03-16,6661.78,TRY,purchase
4793,322,25,2025-11-26,2892.23,TRY,purchase
4794,755,61,2026-05-28,4175.74,TRY,refund
4795,512,91,2025-12-14,2422.95,TRY,purchase
4796,447,10,2026-08-24,4937.16,TRY,purchase
4797,248,68,2025-09-23,1047.19,TRY,purchase
4798,489,27,2026-02-17,5252.06,TRY,purchase
4799,467,94,2025-07-31,1278.23,TRY,transfer
4800,181,23,2025-05-31,3385.37,TRY,purchase
4801,780,10,2026-04-21,5814.32,TRY,transfer
4802,909,63,2026-03-13,4255.1,TRY,refund
4803,110,55,2025-06-18,419.3,TRY,refund
4804,162,79,2026-07-11,2616.2,TRY,refund
4805,275,71,2026-02-18,4048.33,TRY,purchase
4806,34,48,2025-06-29,6581.18,TRY,refund
4807,979,75,2025-01-09,1467.17,TRY,purchase
4808,192,4,2025-07-04,5233.2,TRY,transfer
4809,814,71,2025-01-15,687.67,TRY,refund
4810,189,87,2026-02-12,1895.09,TRY,purchase
4811,63,55,2026-07-14,196.41,TRY,purchase
4812,462,60,2025-01-20,6452.71,TRY,purchase
4813,410,25,2026-04-02,6211.92,TRY,purchase
4814,910,44,2025-01-12,6590.71,TRY,refund
4815,598,26,2025-08-02,1309.55,TRY,refund
4816,188,33,2025-10-14,2649.61,TRY,purchase
4817,874,15,2026-03-28,1136.17,TRY,refund
4818,802,57,2026-03-20,6852.64,TRY,transfer
4819,6,70,2025-08-16,6706.16,TRY,purchase
4820,760,51,2025-11-29,1835.56,TRY,purchase
4821,903,45,2026-07-18,2288.85,TRY,transfer
4822,619,29,2025-08-19,908.0,TRY,transfer
4823,162,98,2026-05-21,1277.67,TRY,purchase
4824,164,74,2025-05-01,5759.28,TRY,purchase
4825,357,84,2025-02-18,2103.29,TRY,transfer
4826,837,55,2025-03-02,895.56,TRY,refund
4827,736,54,2026-04-09,2778.03,TRY,refund
4828,844,22,2026-04-10,6043.83,TRY,transfer
4829,660,39,2025-12-31,6841.07,TRY,transfer
4830,501,34,2026-08-24,2627.97,TRY,refund
4831,741,1,2026-06-02,6016.95,TRY,refund
4832,309,1,2026-03-05,5242.32,TRY,refund
4833,772,53,2025-01-23,1204.13,TRY,transfer
4834,11,86,2025-04-16,3964.01,TRY,purchase
4835,610,6,2025-06-19,1319.47,TRY,purchase
4836,926,48,2025-11-03,6177.17,TRY,purchase
4837,635,5,2025-10-14,1828.16,TRY,transfer
4838,936,5,2026-08-22,1591.69,TRY,purchase
4839,357,25,2025-09-11,1459.9,TRY,purchase
4840,981,22,2025-09-08,2515.5,TRY,purchase
4841,158,48,2025-12-06,2421.49,TRY,purchase
4842,117,80,2025-08-20,6925.39,TRY,refund
4843,337,92,2025-02-04,1597.73,TRY,refund
4844,595,65,2026-07-22,5663.58,TRY,refund
4845,712,27,2025-07-18,5290.27,TRY,purchase
4846,198,21,2025-10-29,5951.62,TRY,refund
4847,942,21,2026-08-30,2998.75,TRY,purchase
4848,832,69,2025-01-28,2440.8,TRY,transfer
4849,759,69,2025-08-25,874.69,TRY,refund
4850,771,35,2025-04-03,1148.61,TRY,transfer
4851,59,57,2025-12-08,5264.47,TRY,refund
4852,321,79,2025-05-18,6660.62,TRY,purchase
4853,147,32,2026-05-24,2822.39,TRY,purchase
4854,493,59,2025-11-13,4124.23,TRY,refund
4855,164,9,2025-01-16,2699.84,TRY,transfer
4856,794,35,2025-04-06,3973.17,TRY,refund
4857,351,80,2025-04-11,4109.98,TRY,purchase
4858,406,58,2025-03-19,4926.87,TRY,purchase
4859,494,48,2025-08-26,5063.38,TRY,purchase
4860,967,55,2025-10-08,3324.7,TRY,purchase
4861,684,66,2026-02-13,1778.08,TRY,purchase
4862,919,19,2025-01-27,6234.69,TRY,refund
4863,124,58,2025-08-23,204.62,TRY,transfer
4864,608,21,2026-06-30,6318.65,TRY,refund
4865,896,18,2025-10-04,446.37,TRY,purchase
4866,723,14,2025-03-06,2489.75,TRY,purchase
4867,881,43,2025-12-30,89.33,TRY,purchase
4868,278,27,2025-05-23,720.57,TRY,transfer
4869,108,39,2025-09-01,4670.01,TRY,purchase
4870,530,57,2026-05-12,6422.93,TRY,refund
4871,654,18,2025-09-25,3273.64,TRY,purchase
4872,384,89,2025-09-15,6022.59,TRY,purchase
4873,995,12,2026-05-29,3825.89,TRY,transfer
4874,839,33,2025-11-26,4908.88,TRY,transfer
4875,811,15,2026-08-28,1278.72,TRY,purchase
4876,310,99,2026-07-10,3392.06,TRY,purchase
4877,442,64,2026-01-27,5810.01,TRY,purchase
4878,985,27,2025-08-29,5307.72,TRY,transfer
4879,604,72,2026-03-17,2492.95,TRY,refund
4880,894,80,2025-02-28,1178.19,TRY,refund
4881,734,70,2025-10-24,6721.04,TRY,refund
4882,59,67,2025-12-08,4463.05,TRY,refund
4883,753,68,2026-06-28,1360.9,TRY,transfer
4884,555,22,2025-11-25,4902.31,TRY,transfer
4885,813,62,2025-05-19,2843.62,TRY,purchase
4886,19,95,2026-06-05,1877.56,TRY,refund
4887,129,85,2026-08-22,5456.85,TRY,refund
4888,313,28,2025-11-23,5165.05,TRY,purchase
4889,805,75,2026-02-06,1198.04,TRY,purchase
4890,177,24,2025-12-25,80.19,TRY,purchase
4891,547,24,2025-12-28,5110.77,TRY,transfer
4892,957,82,2026-02-20,1192.66,TRY,refund
4893,458,23,2026-07-20,2890.1,TRY,transfer
4894,779,33,2025-07-04,4529.91,TRY,purchase
4895,872,22,2025-06-16,1734.87,TRY,refund
4896,90,37,2026-08-07,4022.32,TRY,transfer
4897,12,2,2026-03-04,2773.04,TRY,transfer
4898,455,6,2025-05-18,2881.17,TRY,purchase
4899,269,44,2025-02-23,6740.85,TRY,refund
4900,441,25,2025-07-09,485.94,TRY,refund
4901,663,6,2025-01-20,5025.89,TRY,transfer
4902,77,7,2025-03-28,4032.95,TRY,purchase
4903,380,98,2025-07-25,3780.43,TRY,purchase
4904,138,21,2025-11-02,5857.75,TRY,purchase
4905,89,76,2025-08-16,2688.6,TRY,purchase
4906,712,6,2026-03-06,6756.33,TRY,transfer
4907,148,60,2026-05-13,4620.35,TRY,refund
4908,410,36,2026-02-14,794.06,TRY,transfer
4909,767,54,2025-02-26,3328.53,TRY,refund
4910,892,17,2026-02-05,1984.03,TRY,transfer
4911,539,92,2025-12-29,92.06,TRY,transfer
4912,334,30,2026-04-20,1230.78,TRY,refund
4913,434,12,2026-04-01,5786.61,TRY,transfer
4914,151,29,2025-04-24,1454.99,TRY,purchase
4915,806,53,2025-04-28,106.77,TRY,transfer
4916,266,37,2025-04-06,6755.68,TRY,refund
4917,141,26,2025-04-12,2735.84,TRY,refund
4918,922,37,2025-04-30,6409.44,TRY,purchase
4919,471,23,2026-04-21,3299.68,TRY,refund
4920,536,47,2026-05-04,6658.13,TRY,purchase
4921,433,89,2025-08-02,5534.47,TRY,transfer
4922,300,24,2025-02-16,5735.15,TRY,refund
4923,829,9,2026-04-30,2308.0,TRY,refund
4924,103,66,2026-07-18,3100.83,TRY,purchase
4925,856,64,2026-08-02,1337.72,TRY,refund
4926,715,24,2025-02-12,6177.79,TRY,refund
4927,574,29,2026-04-01,2167.41,TRY,refund
4928,80,99,2026-05-24,1194.16,TRY,refund
4929,354,55,2025-12-10,5576.99,TRY,transfer
4930,844,50,2026-08-10,1803.59,TRY,transfer
4931,780,2,2025-06-19,2525.37,TRY,refund
4932,792,69,2026-01-14,5222.59,TRY,refund
4933,863,98,2025-05-21,2937.79,TRY,transfer
4934,43,36,2026-04-24,1227.24,TRY,transfer
4935,445,94,2025-09-30,461.27,TRY,purchase
4936,981,1,2025-12-14,1605.41,TRY,refund
4937,641,41,2026-05-09,5198.59,TRY,refund
4938,179,12,2026-02-05,5088.27,TRY,purchase
4939,329,100,2026-08-28,4231.77,TRY,purchase
4940,596,100,2025-08-14,3349.15,TRY,purchase
4941,269,87,2026-03-14,368.38,TRY,refund
4942,867,83,2026-02-25,5164.53,TRY,refund
4943,228,59,2026-06-02,6694.17,TRY,transfer
4944,269,36,2025-08-06,3210.11,TRY,refund
4945,746,49,2025-03-26,3804.78,TRY,refund
4946,864,84,2025-12-26,6151.72,TRY,refund
4947,918,54,2026-04-24,936.99,TRY,refund
4948,774,30,2026-02-18,3883.1,TRY,purchase
4949,377,85,2025-11-01,6178.23,TRY,purchase
4950,532,48,2026-06-14,5230.88,TRY,transfer
4951,35,8,2025-06-02,3180.62,TRY,transfer
4952,171,74,2025-04-23,97.43,TRY,transfer
4953,316,43,2025-02-11,4888.58,TRY,transfer
4954,862,72,2026-01-30,162.63,TRY,purchase
4955,373,53,2026-03-15,252.2,TRY,purchase
4956,234,91,2025-09-11,3120.57,TRY,refund
4957,607,66,2025-09-09,1494.69,TRY,refund
4958,495,83,2026-03-27,4667.79,TRY,purchase
4959,838,52,2026-04-28,4911.88,TRY,purchase
4960,562,18,2025-07-07,5149.57,TRY,refund
4961,421,61,2026-08-12,4503.76,TRY,purchase
4962,630,3,2026-06-09,3175.81,TRY,transfer
4963,520,56,2025-12-03,1541.85,TRY,refund
4964,693,77,2025-02-17,2722.73,TRY,purchase
4965,587,54,2025-07-29,2146.67,TRY,purchase
4966,714,66,2026-05-31,5296.45,TRY,refund
4967,25,95,2025-11-19,5595.76,TRY,transfer
4968,331,3,2025-11-06,4005.59,TRY,purchase
4969,849,16,2026-04-12,429.61,TRY,transfer
4970,878,72,2026-03-09,5359.66,TRY,purchase
4971,559,52,2026-03-30,227.58,TRY,refund
4972,211,24,2025-03-04,5342.51,TRY,refund
4973,782,21,2026-08-15,6517.91,TRY,transfer
4974,918,2,2026-05-01,1357.77,TRY,transfer
4975,596,23,2026-06-06,5878.35,TRY,purchase
4976,690,73,2026-07-04,6514.81,TRY,refund
4977,123,72,2025-06-07,2942.38,TRY,refund
4978,989,99,2025-07-28,5412.85,TRY,purchase
4979,475,12,2026-04-14,5168.01,TRY,purchase
4980,547,55,2025-11-12,4283.01,TRY,purchase
4981,415,76,2025-10-26,1120.99,TRY,purchase
